,activity,protein_symbol,protein_name,aid,chembl_id,compound_name
23537,inhibitor,P02545,Prelamin-A/C,3650265,CHEMBL1503138,
23538,inhibitor,P02545,Prelamin-A/C,3650266,CHEMBL1449686,
23539,inhibitor,P02545,Prelamin-A/C,3650268,CHEMBL1415208,
23540,inhibitor,P02545,Prelamin-A/C,3650269,CHEMBL1520808,
23541,inhibitor,P02545,Prelamin-A/C,3650270,CHEMBL1503003,
23542,inhibitor,P02545,Prelamin-A/C,3650271,CHEMBL1532867,
23543,inhibitor,P02545,Prelamin-A/C,4403299 | 3650272,CHEMBL1590980,
23544,activator,P02545,Prelamin-A/C,3650273,CHEMBL1503020,
23545,inhibitor,P02545,Prelamin-A/C,3650274,CHEMBL1598488,
23546,inhibitor,P02545,Prelamin-A/C,3650275,CHEMBL1503039,
23547,inhibitor,P02545,Prelamin-A/C,3650276,CHEMBL1542165,
23548,inhibitor,P02545,Prelamin-A/C,3650277,CHEMBL1415244,
23549,inhibitor,P02545,Prelamin-A/C,3650278,CHEMBL1520845,
23550,inhibitor,P02545,Prelamin-A/C,3650279,CHEMBL1424683,
23551,activator,P02545,Prelamin-A/C,3650280 | 3666688,CHEMBL1532901,
23552,inhibitor,P02545,Prelamin-A/C,3650281,CHEMBL1436547,
23553,inhibitor,P02545,Prelamin-A/C,3650282,CHEMBL1580903,
23554,inhibitor,P02545,Prelamin-A/C,3650283,CHEMBL1454187,
23555,inhibitor,P02545,Prelamin-A/C,3650284,CHEMBL1580917,
23556,inhibitor,P02545,Prelamin-A/C,3650285,CHEMBL1375741,
23557,activator,P02545,Prelamin-A/C,3650286,CHEMBL1542189,
23558,inhibitor,P02545,Prelamin-A/C,3650287,CHEMBL1305221,
23559,inhibitor,P02545,Prelamin-A/C,3650288,CHEMBL1363347,
23560,activator,P02545,Prelamin-A/C,3650289,CHEMBL1345380,
23561,inhibitor,P02545,Prelamin-A/C,3650290,CHEMBL1463683,
23562,activator,P02545,Prelamin-A/C,3650291,CHEMBL1315430,
23563,activator,P02545,Prelamin-A/C,3650292,CHEMBL3207594,
23564,inhibitor,P02545,Prelamin-A/C,3650293,CHEMBL3194797,
23565,inhibitor,P02545,Prelamin-A/C,3650294,CHEMBL1571795,
23566,inhibitor,P02545,Prelamin-A/C,3650295,CHEMBL1598414,
23567,inhibitor,P02545,Prelamin-A/C,3650296,CHEMBL1489054,
23568,activator,P02545,Prelamin-A/C,3650297,CHEMBL1463726,
23569,inhibitor,P02545,Prelamin-A/C,3650298,CHEMBL1415308,
23570,inhibitor,P02545,Prelamin-A/C,3650299,CHEMBL1542276,
23571,inhibitor,P02545,Prelamin-A/C,3650300,CHEMBL1571810,
23572,inhibitor,P02545,Prelamin-A/C,3650301,CHEMBL187266,Tanshinone iia
23573,inhibitor,P02545,Prelamin-A/C,3650302,CHEMBL1363247,
23574,inhibitor,P02545,Prelamin-A/C,3650303,CHEMBL1363248,
23575,inhibitor,P02545,Prelamin-A/C,3650304,CHEMBL1375824,
23576,inhibitor,P02545,Prelamin-A/C,3650305,CHEMBL1493561,
23577,inhibitor,P02545,Prelamin-A/C,3650306,CHEMBL1403052,
23578,inhibitor,P02545,Prelamin-A/C,3650307,CHEMBL1424664,
23579,inhibitor,P02545,Prelamin-A/C,3650308,CHEMBL1424665,
23580,activator,P02545,Prelamin-A/C,3650309,CHEMBL47,Vitamin e
23581,inhibitor,P02545,Prelamin-A/C,3650310,CHEMBL1493577,
23582,inhibitor,P02545,Prelamin-A/C,3650311,CHEMBL1581075,
23583,inhibitor,P02545,Prelamin-A/C,3650312,CHEMBL1520815,
23584,inhibitor,P02545,Prelamin-A/C,3650313,CHEMBL1335691,
23585,inhibitor,P02545,Prelamin-A/C,3650314,CHEMBL3196224,
23586,inhibitor,P02545,Prelamin-A/C,3650315,CHEMBL1500821,
23587,inhibitor,P02545,Prelamin-A/C,3650316,CHEMBL1422479,
23588,activator,P02545,Prelamin-A/C,3650317,CHEMBL1604958,
23589,inhibitor,P02545,Prelamin-A/C,3650318,CHEMBL1608082,
23590,inhibitor,P02545,Prelamin-A/C,3650319,CHEMBL1321513,
23591,inhibitor,P02545,Prelamin-A/C,3650320,CHEMBL1530565,
23592,activator,P02545,Prelamin-A/C,3650321,CHEMBL1361496,
23593,inhibitor,P02545,Prelamin-A/C,3650322,CHEMBL1578748,
23594,inhibitor,P02545,Prelamin-A/C,3650323,CHEMBL1608090,
23595,inhibitor,P02545,Prelamin-A/C,3650324,CHEMBL1512951,
23596,inhibitor,P02545,Prelamin-A/C,3650325,CHEMBL1342916,
23597,inhibitor,P02545,Prelamin-A/C,3650326,CHEMBL1578621,
23598,inhibitor,P02545,Prelamin-A/C,3650327,CHEMBL1608118,
23599,activator,P02545,Prelamin-A/C,3650328,CHEMBL1512959,
23600,inhibitor,P02545,Prelamin-A/C,3650329,CHEMBL1333481,
23601,activator,P02545,Prelamin-A/C,3650330,CHEMBL62193,Sulfadimethoxine
23602,inhibitor,P02545,Prelamin-A/C,3650331,CHEMBL1361552,
23603,inhibitor,P02545,Prelamin-A/C,3650332,CHEMBL3196396,
23604,inhibitor,P02545,Prelamin-A/C,3650333,CHEMBL1409658,
23605,inhibitor,P02545,Prelamin-A/C,3650334,CHEMBL1422443,
23606,inhibitor,P02545,Prelamin-A/C,3650335,CHEMBL1608168,
23607,activator,P02545,Prelamin-A/C,3650336,CHEMBL1488028,
23608,activator,P02545,Prelamin-A/C,3650337,CHEMBL1596806,
23609,inhibitor,P02545,Prelamin-A/C,3650338,CHEMBL1539928,
23610,inhibitor,P02545,Prelamin-A/C,3650339,CHEMBL1401376,
23611,activator,P02545,Prelamin-A/C,3650340,CHEMBL1333571,
23612,inhibitor,P02545,Prelamin-A/C,3650341,CHEMBL1321613,
23613,inhibitor,P02545,Prelamin-A/C,3650342,CHEMBL1343058,
23614,inhibitor,P02545,Prelamin-A/C,3650343,CHEMBL1558212,
23615,inhibitor,P02545,Prelamin-A/C,3650344,CHEMBL1361592,
23616,inhibitor,P02545,Prelamin-A/C,3650345,CHEMBL1491488,
23617,activator,P02545,Prelamin-A/C,3650346,CHEMBL1539816,
23618,activator,P02545,Prelamin-A/C,3650347,CHEMBL1410134,
23619,activator,P02545,Prelamin-A/C,3650348,CHEMBL1608259,
23620,inhibitor,P02545,Prelamin-A/C,3650349,CHEMBL3196582,
23621,inhibitor,P02545,Prelamin-A/C,3650350,CHEMBL1342943,
23622,inhibitor,P02545,Prelamin-A/C,3650351,CHEMBL1333390,
23623,activator,P02545,Prelamin-A/C,3650352,CHEMBL342033,
23624,inhibitor,P02545,Prelamin-A/C,3650353,CHEMBL3196611,
23625,inhibitor,P02545,Prelamin-A/C,3650354,CHEMBL1578645,
23626,inhibitor,P02545,Prelamin-A/C,3650355,CHEMBL1530584,
23627,inhibitor,P02545,Prelamin-A/C,3650356,CHEMBL1361487,
23628,inhibitor,P02545,Prelamin-A/C,3650357,CHEMBL3196660,
23629,inhibitor,P02545,Prelamin-A/C,3650358,CHEMBL1302894,
23630,activator,P02545,Prelamin-A/C,3650359,CHEMBL3210214,
23631,inhibitor,P02545,Prelamin-A/C,3650360,CHEMBL1361498,
23632,inhibitor,P02545,Prelamin-A/C,3650361,CHEMBL1461389,
23633,inhibitor,P02545,Prelamin-A/C,3650362,CHEMBL1343033,
23634,inhibitor,P02545,Prelamin-A/C,3650363,CHEMBL1361508,
23635,activator,P02545,Prelamin-A/C,3650364,CHEMBL1401350,
23636,inhibitor,P02545,Prelamin-A/C,3650365,CHEMBL1608247,
23637,inhibitor,P02545,Prelamin-A/C,3650366,CHEMBL1342930,
23638,inhibitor,P02545,Prelamin-A/C,3650367,CHEMBL1539846,
23639,inhibitor,P02545,Prelamin-A/C,3650368,CHEMBL3196840,
23640,inhibitor,P02545,Prelamin-A/C,3650369,CHEMBL1605099,
23641,inhibitor,P02545,Prelamin-A/C,3650370,CHEMBL1342983,
23642,inhibitor,P02545,Prelamin-A/C,3650371,CHEMBL1401378,
23643,inhibitor,P02545,Prelamin-A/C,3650372,CHEMBL1422417,
23644,inhibitor,P02545,Prelamin-A/C,3650373,CHEMBL1412984,
23645,inhibitor,P02545,Prelamin-A/C,3650374,CHEMBL1302867,
23646,inhibitor,P02545,Prelamin-A/C,3650375,CHEMBL1569529,
23647,inhibitor,P02545,Prelamin-A/C,3650376,CHEMBL1451931,
23648,inhibitor,P02545,Prelamin-A/C,3650377,CHEMBL1558230,
23649,inhibitor,P02545,Prelamin-A/C,3650378,CHEMBL398765,
23650,inhibitor,P02545,Prelamin-A/C,3650379,CHEMBL1539903,
23651,inhibitor,P02545,Prelamin-A/C,3650380,CHEMBL1608119,
23652,inhibitor,P02545,Prelamin-A/C,3650381,CHEMBL1405339,
23653,inhibitor,P02545,Prelamin-A/C,3650382,CHEMBL1608120,
23654,inhibitor,P02545,Prelamin-A/C,3650383,CHEMBL1527722,
23655,inhibitor,P02545,Prelamin-A/C,3666289 | 3650384,CHEMBL20883,Tegafur
23656,inhibitor,P02545,Prelamin-A/C,3650385,CHEMBL1500830,
23657,inhibitor,P02545,Prelamin-A/C,3650386,CHEMBL1382888,
23658,activator,P02545,Prelamin-A/C,3650387,CHEMBL1343059,
23659,activator,P02545,Prelamin-A/C,3650388,CHEMBL1608170,
23660,inhibitor,P02545,Prelamin-A/C,3650389,CHEMBL3197024,
23661,activator,P02545,Prelamin-A/C,3650390,CHEMBL108545,Methyl salicylate
23662,activator,P02545,Prelamin-A/C,3650391,CHEMBL1608182,
23663,inhibitor,P02545,Prelamin-A/C,3650392,CHEMBL1401320,
23664,inhibitor,P02545,Prelamin-A/C,3650393,CHEMBL1382915,
23665,inhibitor,P02545,Prelamin-A/C,3650394,CHEMBL3197058,
23666,inhibitor,P02545,Prelamin-A/C,3650395,CHEMBL1578607,
23667,activator,P02545,Prelamin-A/C,3650396,CHEMBL1596771,
23668,inhibitor,P02545,Prelamin-A/C,3650397,CHEMBL1596772,
23669,inhibitor,P02545,Prelamin-A/C,3650398,CHEMBL1519005,
23670,inhibitor,P02545,Prelamin-A/C,3650399,CHEMBL1479782,
23671,inhibitor,P02545,Prelamin-A/C,3650400,CHEMBL1382784,
23672,activator,P02545,Prelamin-A/C,3650401,CHEMBL1527475,
23673,activator,P02545,Prelamin-A/C,3650402,CHEMBL1608221,
23674,inhibitor,P02545,Prelamin-A/C,3650403,CHEMBL1302820,
23675,inhibitor,P02545,Prelamin-A/C,3650404,CHEMBL1342957,
23676,activator,P02545,Prelamin-A/C,3650405,CHEMBL1479795,
23677,inhibitor,P02545,Prelamin-A/C,3650406,CHEMBL1578640,
23678,inhibitor,P02545,Prelamin-A/C,3650407,CHEMBL1413183,
23679,inhibitor,P02545,Prelamin-A/C,3650408,CHEMBL1321578,
23680,activator,P02545,Prelamin-A/C,3650409,CHEMBL1302833,
23681,inhibitor,P02545,Prelamin-A/C,3650410,CHEMBL1530714,
23682,activator,P02545,Prelamin-A/C,3650411,CHEMBL1530732,
23683,inhibitor,P02545,Prelamin-A/C,3650412,CHEMBL1401369,
23684,inhibitor,P02545,Prelamin-A/C,3650413,CHEMBL1436271,
23685,activator,P02545,Prelamin-A/C,3650414,CHEMBL1461324,
23686,inhibitor,P02545,Prelamin-A/C,3650415,CHEMBL1412965,
23687,inhibitor,P02545,Prelamin-A/C,3650416,CHEMBL1519048,
23688,inhibitor,P02545,Prelamin-A/C,3650417,CHEMBL1361564,
23689,inhibitor,P02545,Prelamin-A/C,3650418,CHEMBL1342993,
23690,inhibitor,P02545,Prelamin-A/C,3650419,CHEMBL1382832,
23691,inhibitor,P02545,Prelamin-A/C,3650420,CHEMBL1361574,
23692,inhibitor,P02545,Prelamin-A/C,3650421,CHEMBL1479826,
23693,inhibitor,P02545,Prelamin-A/C,3650422,CHEMBL1451895,
23694,activator,P02545,Prelamin-A/C,3650423,CHEMBL1461366,
23695,inhibitor,P02545,Prelamin-A/C,3650424,CHEMBL1422470,
23696,inhibitor,P02545,Prelamin-A/C,3650425,CHEMBL1514942,
23697,activator,P02545,Prelamin-A/C,3650426,CHEMBL1382882,
23698,activator,P02545,Prelamin-A/C,3650427,CHEMBL1569530,
23699,activator,P02545,Prelamin-A/C,3650428,CHEMBL1479844,
23700,activator,P02545,Prelamin-A/C,3650429,CHEMBL1569543,
23701,inhibitor,P02545,Prelamin-A/C,3650430,CHEMBL1343060,
23702,inhibitor,P02545,Prelamin-A/C,3650431,CHEMBL1500847,
23703,inhibitor,P02545,Prelamin-A/C,3650432,CHEMBL1343065,
23704,inhibitor,P02545,Prelamin-A/C,3650433,CHEMBL1569555,
23705,inhibitor,P02545,Prelamin-A/C,3650435,CHEMBL1479855,
23706,inhibitor,P02545,Prelamin-A/C,3650436,CHEMBL1382773,
23707,inhibitor,P02545,Prelamin-A/C,3650437,CHEMBL1608132,
23708,activator,P02545,Prelamin-A/C,3650438,CHEMBL1596861,
23709,inhibitor,P02545,Prelamin-A/C,3650439,CHEMBL1422397,
23710,activator,P02545,Prelamin-A/C,3650440,CHEMBL1491401,
23711,inhibitor,P02545,Prelamin-A/C,3650441 | 4402456,CHEMBL1256686,Calcimycin
23712,inhibitor,P02545,Prelamin-A/C,3650442,CHEMBL1527299,
23713,inhibitor,P02545,Prelamin-A/C,3650443,CHEMBL1530630,
23714,activator,P02545,Prelamin-A/C,3650444,CHEMBL609,Trientine
23715,inhibitor,P02545,Prelamin-A/C,3650445,CHEMBL1500767,
23716,inhibitor,P02545,Prelamin-A/C,3650446,CHEMBL1342974,
23717,inhibitor,P02545,Prelamin-A/C,3650447,CHEMBL1401431,
23718,inhibitor,P02545,Prelamin-A/C,3650448,CHEMBL1461335,
23719,inhibitor,P02545,Prelamin-A/C,3650449,CHEMBL1321515,
23720,inhibitor,P02545,Prelamin-A/C,3650450,CHEMBL1491431,
23721,inhibitor,P02545,Prelamin-A/C,3650451,CHEMBL1500793,
23722,inhibitor,P02545,Prelamin-A/C,3650452,CHEMBL1479746,
23723,inhibitor,P02545,Prelamin-A/C,3650453,CHEMBL1401305,
23724,inhibitor,P02545,Prelamin-A/C,3650454,CHEMBL1487870,
23725,inhibitor,P02545,Prelamin-A/C,3650455,CHEMBL1539915,
23726,inhibitor,P02545,Prelamin-A/C,3650456,CHEMBL1461381,
23727,activator,P02545,Prelamin-A/C,3650457,CHEMBL1578718,
23728,inhibitor,P02545,Prelamin-A/C,3650458,CHEMBL671,Thiotepa
23729,activator,P02545,Prelamin-A/C,3650459,CHEMBL51533,
23730,inhibitor,P02545,Prelamin-A/C,3650460,CHEMBL1968376,
23731,inhibitor,P02545,Prelamin-A/C,3650461,CHEMBL1451869,
23732,activator,P02545,Prelamin-A/C,3650462,CHEMBL1451870,
23733,inhibitor,P02545,Prelamin-A/C,3650463,CHEMBL1608026,
23734,activator,P02545,Prelamin-A/C,3650464,CHEMBL1330005,
23735,inhibitor,P02545,Prelamin-A/C,3650465,CHEMBL3197478,
23736,inhibitor,P02545,Prelamin-A/C,3650466,CHEMBL194400,Heptachlor
23737,inhibitor,P02545,Prelamin-A/C,3650467,CHEMBL1355256,
23738,inhibitor,P02545,Prelamin-A/C,3650468,CHEMBL1208903,Isoginkgetin
23739,activator,P02545,Prelamin-A/C,3650469,CHEMBL1569531,
23740,activator,P02545,Prelamin-A/C,3650470,CHEMBL1382774,
23741,inhibitor,P02545,Prelamin-A/C,3650471,CHEMBL3197603,
23742,activator,P02545,Prelamin-A/C,3650472,CHEMBL1578648,
23743,activator,P02545,Prelamin-A/C,3650473,CHEMBL1373382,
23744,inhibitor,P02545,Prelamin-A/C,3650474,CHEMBL1578657,
23745,activator,P02545,Prelamin-A/C,3650475,CHEMBL1448602,
23746,inhibitor,P02545,Prelamin-A/C,3650476,CHEMBL1530631,
23747,activator,P02545,Prelamin-A/C,3650477,CHEMBL1578687,
23748,inhibitor,P02545,Prelamin-A/C,3650478 | 4402457,CHEMBL1608159,
23749,inhibitor,P02545,Prelamin-A/C,3650479,CHEMBL1440562,
23750,inhibitor,P02545,Prelamin-A/C,3650480,CHEMBL1592694,
23751,inhibitor,P02545,Prelamin-A/C,3650481 | 4402458,CHEMBL2374259,
23752,activator,P02545,Prelamin-A/C,3650482,CHEMBL155265,Dnqx
23753,inhibitor,P02545,Prelamin-A/C,3650483,CHEMBL1413105,
23754,inhibitor,P02545,Prelamin-A/C,3650484,CHEMBL1519106,
23755,inhibitor,P02545,Prelamin-A/C,3650485,CHEMBL1302920,
23756,inhibitor,P02545,Prelamin-A/C,3650486,CHEMBL1413140,
23757,inhibitor,P02545,Prelamin-A/C,3650487,CHEMBL1448603,
23758,inhibitor,P02545,Prelamin-A/C,3650488,CHEMBL1413141,
23759,inhibitor,P02545,Prelamin-A/C,3650489,CHEMBL1519116,
23760,inhibitor,P02545,Prelamin-A/C,3650490,CHEMBL1596871,
23761,inhibitor,P02545,Prelamin-A/C,3650491,CHEMBL1539941,
23762,inhibitor,P02545,Prelamin-A/C,3650492,CHEMBL1569654,
23763,inhibitor,P02545,Prelamin-A/C,3650493,CHEMBL1361473,
23764,inhibitor,P02545,Prelamin-A/C,3650494,CHEMBL1361474,
23765,activator,P02545,Prelamin-A/C,3650495,CHEMBL1578731,
23766,activator,P02545,Prelamin-A/C,3650496,CHEMBL1322675,
23767,inhibitor,P02545,Prelamin-A/C,3650497,CHEMBL1604945,
23768,inhibitor,P02545,Prelamin-A/C,3650498,CHEMBL1592711,
23769,inhibitor,P02545,Prelamin-A/C,3650499,CHEMBL1440471,
23770,inhibitor,P02545,Prelamin-A/C,3650500,CHEMBL1530525,
23771,inhibitor,P02545,Prelamin-A/C,3650501,CHEMBL405317,
23772,inhibitor,P02545,Prelamin-A/C,3650502,CHEMBL1302822,
23773,inhibitor,P02545,Prelamin-A/C,3650503,CHEMBL3197858,
23774,inhibitor,P02545,Prelamin-A/C,3650504,CHEMBL1302835,
23775,inhibitor,P02545,Prelamin-A/C,3650505,CHEMBL526034,
23776,inhibitor,P02545,Prelamin-A/C,3650506,CHEMBL1530569,
23777,inhibitor,P02545,Prelamin-A/C,3650507,CHEMBL1519041,
23778,inhibitor,P02545,Prelamin-A/C,3650508,CHEMBL1401360,
23779,activator,P02545,Prelamin-A/C,3650509,CHEMBL1530571,
23780,inhibitor,P02545,Prelamin-A/C,3650510,CHEMBL1422426,
23781,inhibitor,P02545,Prelamin-A/C,3650511,CHEMBL1382834,
23782,activator,P02545,Prelamin-A/C,3650512,CHEMBL1451919,
23783,activator,P02545,Prelamin-A/C,3650513,CHEMBL1604962,
23784,inhibitor,P02545,Prelamin-A/C,3650514,CHEMBL1519065,
23785,inhibitor,P02545,Prelamin-A/C,3650515,CHEMBL1519076,
23786,activator,P02545,Prelamin-A/C,3650516,CHEMBL1530619,
23787,activator,P02545,Prelamin-A/C,3650517,CHEMBL1382864,
23788,activator,P02545,Prelamin-A/C,3650518,CHEMBL1539917,
23789,inhibitor,P02545,Prelamin-A/C,3650519,CHEMBL1461392,
23790,inhibitor,P02545,Prelamin-A/C,3650521,CHEMBL1500832,
23791,inhibitor,P02545,Prelamin-A/C,3650522,CHEMBL3197992,
23792,inhibitor,P02545,Prelamin-A/C,3650523,CHEMBL1440564,
23793,inhibitor,P02545,Prelamin-A/C,3650524,CHEMBL1578738,
23794,inhibitor,P02545,Prelamin-A/C,3650525,CHEMBL1578739,
23795,activator,P02545,Prelamin-A/C,3650526,CHEMBL1440575,
23796,activator,P02545,Prelamin-A/C,3650527,CHEMBL3212117,
23797,activator,P02545,Prelamin-A/C,3650528,CHEMBL388342,Boldine
23798,inhibitor,P02545,Prelamin-A/C,3650529,CHEMBL1413121,
23799,inhibitor,P02545,Prelamin-A/C,3650530,CHEMBL1397107,
23800,inhibitor,P02545,Prelamin-A/C,3650531,CHEMBL1330029,
23801,inhibitor,P02545,Prelamin-A/C,3650532,CHEMBL1968739,
23802,inhibitor,P02545,Prelamin-A/C,3650534,CHEMBL1608201,
23803,inhibitor,P02545,Prelamin-A/C,3650535,CHEMBL1361475,
23804,inhibitor,P02545,Prelamin-A/C,3650536,CHEMBL1302836,
23805,inhibitor,P02545,Prelamin-A/C,3650537,CHEMBL1373490,
23806,inhibitor,P02545,Prelamin-A/C,3650538,CHEMBL1382815,
23807,inhibitor,P02545,Prelamin-A/C,3650539,CHEMBL1518995,
23808,inhibitor,P02545,Prelamin-A/C,3650540,CHEMBL1530739,
23809,inhibitor,P02545,Prelamin-A/C,3650541,CHEMBL547833,
23810,activator,P02545,Prelamin-A/C,3650542,CHEMBL1302884,
23811,inhibitor,P02545,Prelamin-A/C,3650543,CHEMBL1333392,
23812,inhibitor,P02545,Prelamin-A/C,3650544,CHEMBL1412968,
23813,inhibitor,P02545,Prelamin-A/C,3650545,CHEMBL1448617,
23814,inhibitor,P02545,Prelamin-A/C,3650546,CHEMBL1527318,
23815,inhibitor,P02545,Prelamin-A/C,3650547,CHEMBL1500704,
23816,inhibitor,P02545,Prelamin-A/C,3650548,CHEMBL429711,
23817,inhibitor,P02545,Prelamin-A/C,3650549,CHEMBL3212469,
23818,activator,P02545,Prelamin-A/C,3650550,CHEMBL1558204,
23819,inhibitor,P02545,Prelamin-A/C,3650551,CHEMBL1452001,
23820,inhibitor,P02545,Prelamin-A/C,3650552,CHEMBL1479847,
23821,inhibitor,P02545,Prelamin-A/C,3650553,CHEMBL1461283,
23822,inhibitor,P02545,Prelamin-A/C,3650554,CHEMBL1539831,
23823,activator,P02545,Prelamin-A/C,3650555,CHEMBL1539841,
23824,inhibitor,P02545,Prelamin-A/C,3650556,CHEMBL1500735,
23825,inhibitor,P02545,Prelamin-A/C,3650557,CHEMBL1302809,
23826,inhibitor,P02545,Prelamin-A/C,3650558,CHEMBL1452042,
23827,activator,P02545,Prelamin-A/C,3650559,CHEMBL1373466,Betonicine
23828,activator,P02545,Prelamin-A/C,3650560,CHEMBL1480424,
23829,inhibitor,P02545,Prelamin-A/C,3650561,CHEMBL1540629,
23830,inhibitor,P02545,Prelamin-A/C,3650562,CHEMBL501701,"N,n-hexamethyleneamiloride"
23831,inhibitor,P02545,Prelamin-A/C,3650563,CHEMBL3196071,
23832,activator,P02545,Prelamin-A/C,3650564,CHEMBL1374484,
23833,inhibitor,P02545,Prelamin-A/C,3650565,CHEMBL1492430,
23834,inhibitor,P02545,Prelamin-A/C,3650566,CHEMBL1374485,
23835,inhibitor,P02545,Prelamin-A/C,3650567,CHEMBL1540667,
23836,inhibitor,P02545,Prelamin-A/C,3650568 | 4402475,CHEMBL7301,Fenretinide
23837,inhibitor,P02545,Prelamin-A/C,3650569,CHEMBL1492441,
23838,activator,P02545,Prelamin-A/C,3650570,CHEMBL3209521,
23839,inhibitor,P02545,Prelamin-A/C,3650571,CHEMBL1383739,
23840,inhibitor,P02545,Prelamin-A/C,3650572,CHEMBL1303785,
23841,inhibitor,P02545,Prelamin-A/C,3650573,CHEMBL601757,
23842,inhibitor,P02545,Prelamin-A/C,3650574,CHEMBL1501662,
23843,inhibitor,P02545,Prelamin-A/C,3650575,CHEMBL1480458,
23844,inhibitor,P02545,Prelamin-A/C,3650576,CHEMBL1423321,
23845,activator,P02545,Prelamin-A/C,3650577,CHEMBL1374527,
23846,inhibitor,P02545,Prelamin-A/C,3650578,CHEMBL3189958,
23847,inhibitor,P02545,Prelamin-A/C,3650579,CHEMBL1423335,
23848,inhibitor,P02545,Prelamin-A/C,3650580,CHEMBL1558846,
23849,inhibitor,P02545,Prelamin-A/C,3650581,CHEMBL1383635,
23850,inhibitor,P02545,Prelamin-A/C,3650582,CHEMBL1330307,
23851,inhibitor,P02545,Prelamin-A/C,3650583,CHEMBL1303678,
23852,activator,P02545,Prelamin-A/C,3650584,CHEMBL2373620,
23853,inhibitor,P02545,Prelamin-A/C,3650585,CHEMBL3196241,
23854,inhibitor,P02545,Prelamin-A/C,3650586,CHEMBL1329678,
23855,inhibitor,P02545,Prelamin-A/C,4403274 | 3650587,CHEMBL126077,Indirubin-3-monoxime
23856,inhibitor,P02545,Prelamin-A/C,3650588,CHEMBL1315274,
23857,inhibitor,P02545,Prelamin-A/C,3650590,CHEMBL1462110,
23858,inhibitor,P02545,Prelamin-A/C,3650591,CHEMBL1977867,
23859,inhibitor,P02545,Prelamin-A/C,3650592,CHEMBL1436360,
23860,inhibitor,P02545,Prelamin-A/C,3650593,CHEMBL1609297,
23861,activator,P02545,Prelamin-A/C,3650594,CHEMBL3196293,
23862,inhibitor,P02545,Prelamin-A/C,3650595,CHEMBL1362163,
23863,inhibitor,P02545,Prelamin-A/C,3650596,CHEMBL251055,Jatrorrhizine
23864,activator,P02545,Prelamin-A/C,3650597,CHEMBL1322174,
23865,inhibitor,P02545,Prelamin-A/C,3650598,CHEMBL1462157,
23866,inhibitor,P02545,Prelamin-A/C,3650599,CHEMBL1334438,
23867,inhibitor,P02545,Prelamin-A/C,3650600,CHEMBL1383712,
23868,inhibitor,P02545,Prelamin-A/C,3650601,CHEMBL1330308,
23869,inhibitor,P02545,Prelamin-A/C,3650602,CHEMBL1558742,
23870,inhibitor,P02545,Prelamin-A/C,3650603,CHEMBL1462190,
23871,inhibitor,P02545,Prelamin-A/C,3650604,CHEMBL1374384,
23872,activator,P02545,Prelamin-A/C,3650605,CHEMBL1343877,
23873,activator,P02545,Prelamin-A/C,3650606,CHEMBL1570468,
23874,inhibitor,P02545,Prelamin-A/C,3650607,CHEMBL1488337,
23875,inhibitor,P02545,Prelamin-A/C,3650608,CHEMBL1452942,
23876,inhibitor,P02545,Prelamin-A/C,3650609,CHEMBL1452943,
23877,inhibitor,P02545,Prelamin-A/C,3650610,CHEMBL1362201,
23878,inhibitor,P02545,Prelamin-A/C,3650611,CHEMBL3196407,
23879,inhibitor,P02545,Prelamin-A/C,3650612,CHEMBL1452944,
23880,inhibitor,P02545,Prelamin-A/C,3650613,CHEMBL1383762,
23881,inhibitor,P02545,Prelamin-A/C,3650614,CHEMBL1488338,
23882,inhibitor,P02545,Prelamin-A/C,3650615,CHEMBL1558777,
23883,activator,P02545,Prelamin-A/C,3650616,CHEMBL1462233,
23884,inhibitor,P02545,Prelamin-A/C,3650617,CHEMBL1570546,
23885,inhibitor,P02545,Prelamin-A/C,3650618,CHEMBL1579525,
23886,inhibitor,P02545,Prelamin-A/C,3650619,CHEMBL1609192,
23887,inhibitor,P02545,Prelamin-A/C,3650620,CHEMBL1334556,
23888,inhibitor,P02545,Prelamin-A/C,3650622,CHEMBL1334567,
23889,inhibitor,P02545,Prelamin-A/C,3650623,CHEMBL1540584,
23890,inhibitor,P02545,Prelamin-A/C,3650624,CHEMBL1579404,
23891,inhibitor,P02545,Prelamin-A/C,3650625,CHEMBL3209999,
23892,inhibitor,P02545,Prelamin-A/C,3650626,CHEMBL1570594,
23893,inhibitor,P02545,Prelamin-A/C,3650627,CHEMBL1343800,
23894,inhibitor,P02545,Prelamin-A/C,3650628,CHEMBL1423242,
23895,activator,P02545,Prelamin-A/C,3650629,CHEMBL1566585,
23896,inhibitor,P02545,Prelamin-A/C,3650630,CHEMBL3196551,
23897,activator,P02545,Prelamin-A/C,3650631,CHEMBL1570596,
23898,activator,P02545,Prelamin-A/C,3650632,CHEMBL1501604,
23899,inhibitor,P02545,Prelamin-A/C,3650633,CHEMBL1453091,
23900,inhibitor,P02545,Prelamin-A/C,3650634,CHEMBL1609252,
23901,inhibitor,P02545,Prelamin-A/C,3650635,CHEMBL1718568,
23902,inhibitor,P02545,Prelamin-A/C,3650636,CHEMBL1362279,
23903,inhibitor,P02545,Prelamin-A/C,3650637,CHEMBL1579471,
23904,inhibitor,P02545,Prelamin-A/C,3650638,CHEMBL1540669,
23905,inhibitor,P02545,Prelamin-A/C,3650639,CHEMBL1343878,
