source_diagram,source_id,source_name,source_up,source_hgnc,source_type,source_all,interaction_type,target_id,target_name,target_up,target_hgnc,target_type,target_all,reaction_annotation,org_source_id,org_target_id
C19DMap:Virus replication cycle,M18_29,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_143,S,UNIPROT:P0DTC2,HGNC_SYMBOL:S,PROTEIN,urn:miriam:uniprot:P0DTC2;urn:miriam:ncbigene:43740568;urn:miriam:hgnc.symbol:S,PUBMED:31226023,re1010,sa1859
C19DMap:Virus replication cycle,M18_215,Orf7a,UNIPROT:P0DTC7,NA,PROTEIN,urn:miriam:ncbigene:43740573;urn:miriam:uniprot:P0DTC7,CONSPUMPTION,M18_40,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023,sa2245,re1021
C19DMap:Virus replication cycle,M18_40,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_158,Orf7a,UNIPROT:P0DTC7,NA,PROTEIN,urn:miriam:ncbigene:43740573;urn:miriam:uniprot:P0DTC7,PUBMED:31226023,re1021,sa1986
C19DMap:Virus replication cycle,M18_11,Replication_space_transcription_space_complex:N_space_oligomer,UNIPROT:P0DTC9,HGNC_SYMBOL:N,COMPLEX,urn:miriam:hgnc.symbol:N;urn:miriam:ncbigene:43740575;urn:miriam:uniprot:P0DTC9,CONSPUMPTION,M18_119,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:28720894,csa398,re972
C19DMap:Virus replication cycle,M18_185,(_plus_)ss_space_gRNA,NA,NA,RNA,urn:miriam:refseq:NC_045512,CONSPUMPTION,M18_119,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:28720894,sa2153,re972
C19DMap:Virus replication cycle,M18_119,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_10,Nucleocapsid,UNIPROT:P0DTC9,HGNC_SYMBOL:N,COMPLEX,urn:miriam:obo.go:GO%3A0019013;urn:miriam:hgnc.symbol:N;urn:miriam:ncbigene:43740575;urn:miriam:uniprot:P0DTC9;urn:miriam:refseq:NC_045512,PUBMED:28720894,re972,csa397
C19DMap:Virus replication cycle,M18_119,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_20,Replication_space_transcription_space_complex,NA,NA,COMPLEX,NA,PUBMED:28720894,re972,csa440
C19DMap:Virus replication cycle,M18_137,E,UNIPROT:P0DTC4,HGNC_SYMBOL:E,PROTEIN,urn:miriam:ncbigene:43740570;urn:miriam:hgnc.symbol:E;urn:miriam:uniprot:P0DTC4,CONSPUMPTION,M18_31,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023,sa1687,re1012
C19DMap:Virus replication cycle,M18_31,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_153,E,UNIPROT:P0DTC4,HGNC_SYMBOL:E,PROTEIN,urn:miriam:ncbigene:43740570;urn:miriam:hgnc.symbol:E;urn:miriam:uniprot:P0DTC4,PUBMED:31226023,re1012,sa1892
C19DMap:Virus replication cycle,M18_159,S,UNIPROT:P0DTC2,HGNC_SYMBOL:S,PROTEIN,urn:miriam:uniprot:P0DTC2;urn:miriam:ncbigene:43740568;urn:miriam:hgnc.symbol:S,CONSPUMPTION,M18_108,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32970989;PUBMED:32142651;PUBMED:32155444;PUBMED:32094589,sa2009,re852
C19DMap:Virus replication cycle,M18_131,ACE2,UNIPROT:Q9BYF1,HGNC_SYMBOL:ACE2,PROTEIN,urn:miriam:ensembl:ENSG00000130234;urn:miriam:ec-code:3.4.17.23;urn:miriam:ec-code:3.4.17.-;urn:miriam:hgnc:13557;urn:miriam:uniprot:Q9BYF1;urn:miriam:uniprot:Q9BYF1;urn:miriam:ncbigene:59272;urn:miriam:refseq:NM_001371415;urn:miriam:ncbigene:59272;urn:miriam:hgnc.symbol:ACE2;urn:miriam:hgnc.symbol:ACE2,CONSPUMPTION,M18_108,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32970989;PUBMED:32142651;PUBMED:32155444;PUBMED:32094589,sa1545,re852
C19DMap:Virus replication cycle,M18_186,S,UNIPROT:P0DTC2,HGNC_SYMBOL:S,PROTEIN,urn:miriam:uniprot:P0DTC2;urn:miriam:ncbigene:43740568;urn:miriam:hgnc.symbol:S,CONSPUMPTION,M18_108,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32970989;PUBMED:32142651;PUBMED:32155444;PUBMED:32094589,sa2173,re852
C19DMap:Virus replication cycle,M18_284,Heparan_space_sulfate,NA,NA,SIMPLE_MOLECULE,urn:miriam:obo.chebi:CHEBI%3A28815,PHYSICAL_STIMULATION,M18_108,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32970989;PUBMED:32142651;PUBMED:32155444;PUBMED:32094589,sa2370,re852
C19DMap:Virus replication cycle,M18_108,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_4,ACE2:SPIKE_space_complex,UNIPROT:P0DTC2;UNIPROT:Q9BYF1,HGNC_SYMBOL:S;HGNC_SYMBOL:ACE2,COMPLEX,urn:miriam:uniprot:P0DTC2;urn:miriam:ncbigene:43740568;urn:miriam:hgnc.symbol:S;urn:miriam:ensembl:ENSG00000130234;urn:miriam:ec-code:3.4.17.23;urn:miriam:ec-code:3.4.17.-;urn:miriam:hgnc:13557;urn:miriam:uniprot:Q9BYF1;urn:miriam:uniprot:Q9BYF1;urn:miriam:ncbigene:59272;urn:miriam:refseq:NM_001371415;urn:miriam:ncbigene:59272;urn:miriam:hgnc.symbol:ACE2;urn:miriam:hgnc.symbol:ACE2,PUBMED:32970989;PUBMED:32142651;PUBMED:32155444;PUBMED:32094589,re852,csa368
C19DMap:Virus replication cycle,M18_259,S_space_ds_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_78,NA,NA,NA,STATE_TRANSITION,NA,NA,sa2345,re1091
C19DMap:Virus replication cycle,M18_78,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_225,S_space_(_minus_)ss_space_sgmRNA,NA,NA,RNA,NA,NA,re1091,sa2295
C19DMap:Virus replication cycle,M18_78,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_180,S_space_(_plus_)ss_space_sgmRNA,NA,NA,RNA,NA,NA,re1091,sa2112
C19DMap:Virus replication cycle,M18_235,Orf7b_space_(_minus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_74,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:22438542,sa2318,re1086
C19DMap:Virus replication cycle,M18_12,Replication_space_transcription_space_complex,NA,NA,COMPLEX,NA,TRIGGER,M18_74,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:22438542,csa410,re1086
C19DMap:Virus replication cycle,M18_74,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_266,Orf7b_space_ds_space_sgmRNA,NA,NA,RNA,NA,PUBMED:22438542,re1086,sa2352
C19DMap:Virus replication cycle,M18_172,Orf3a_space_(_plus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_46,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,sa2104,re1027
C19DMap:Virus replication cycle,M18_14,Host_space_translation_space_complex,NA,NA,COMPLEX,urn:miriam:obo.go:GO%3A0070992,TRIGGER,M18_46,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,csa428,re1027
C19DMap:Virus replication cycle,M18_46,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_144,Orf3a,UNIPROT:P0DTC3,NA,PROTEIN,urn:miriam:uniprot:P0DTC3;urn:miriam:ncbigene:43740569,PUBMED:31226023;PUBMED:27712623,re1027,sa1873
C19DMap:Virus replication cycle,M18_145,Orf6,UNIPROT:P0DTC6,NA,PROTEIN,urn:miriam:ncbigene:43740572;urn:miriam:uniprot:P0DTC6,CONSPUMPTION,M18_34,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023,sa1874,re1015
C19DMap:Virus replication cycle,M18_34,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_216,Orf6,UNIPROT:P0DTC6,NA,PROTEIN,urn:miriam:ncbigene:43740572;urn:miriam:uniprot:P0DTC6,PUBMED:31226023,re1015,sa2246
C19DMap:Virus replication cycle,M18_175,Orf8_space_(_plus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_47,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,sa2107,re1028
C19DMap:Virus replication cycle,M18_14,Host_space_translation_space_complex,NA,NA,COMPLEX,urn:miriam:obo.go:GO%3A0070992,TRIGGER,M18_47,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,csa428,re1028
C19DMap:Virus replication cycle,M18_47,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_150,Orf8,UNIPROT:P0DTC8,NA,PROTEIN,urn:miriam:uniprot:P0DTC8;urn:miriam:ncbigene:43740577,PUBMED:31226023;PUBMED:27712623,re1028,sa1879
C19DMap:Virus replication cycle,M18_228,Orf3a_space_(_minus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_59,NA,NA,NA,STATE_TRANSITION,NA,NA,sa2298,re1070
C19DMap:Virus replication cycle,M18_59,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_251,sa2298_underscore_degraded,NA,NA,DEGRADED,NA,NA,re1070,sa2335
C19DMap:Virus replication cycle,M18_229,Orf8_space_(_minus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_60,NA,NA,NA,STATE_TRANSITION,NA,NA,sa2299,re1072
C19DMap:Virus replication cycle,M18_60,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_252,sa2299_underscore_degraded,NA,NA,DEGRADED,NA,NA,re1072,sa2337
C19DMap:Virus replication cycle,M18_206,pp1ab_space_nsp6_minus_16,UNIPROT:P0DTD1,HGNC_SYMBOL:rep,PROTEIN,urn:miriam:ec-code:3.4.19.12;urn:miriam:ec-code:3.4.22.69;urn:miriam:uniprot:P0DTD1;urn:miriam:hgnc.symbol:rep;urn:miriam:ec-code:3.1.-.-;urn:miriam:ec-code:2.7.7.48;urn:miriam:ec-code:2.1.1.-;urn:miriam:ec-code:3.4.22.-;urn:miriam:ec-code:3.6.4.13;urn:miriam:ec-code:3.6.4.12;urn:miriam:ncbigene:43740578;urn:miriam:ec-code:3.1.13.-,CONSPUMPTION,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:11907209,sa2229,re1110
C19DMap:Virus replication cycle,M18_211,Nsp5,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725301,CATALYSIS,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:11907209,sa2241,re1110
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_190,Nsp13,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725308,PUBMED:11907209,re1110,sa2198
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_189,Nsp12,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725307,PUBMED:11907209,re1110,sa2197
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_192,Nsp10,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725306,PUBMED:11907209,re1110,sa2200
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_193,Nsp9,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725305,PUBMED:11907209,re1110,sa2201
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_194,Nsp8,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725304,PUBMED:11907209,re1110,sa2202
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_195,Nsp7,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725303,PUBMED:11907209,re1110,sa2203
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_196,Nsp6,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725302,PUBMED:11907209,re1110,sa2204
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_191,Nsp16,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725311,PUBMED:11907209,re1110,sa2199
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_197,Nsp15,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725310,PUBMED:11907209,re1110,sa2205
C19DMap:Virus replication cycle,M18_95,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_198,Nsp14,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725309,PUBMED:11907209,re1110,sa2206
C19DMap:Virus replication cycle,M18_180,S_space_(_plus_)ss_space_sgmRNA,NA,NA,RNA,NA,CONSPUMPTION,M18_43,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,sa2112,re1024
C19DMap:Virus replication cycle,M18_14,Host_space_translation_space_complex,NA,NA,COMPLEX,urn:miriam:obo.go:GO%3A0070992,TRIGGER,M18_43,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023;PUBMED:27712623,csa428,re1024
C19DMap:Virus replication cycle,M18_43,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M18_138,S,UNIPROT:P0DTC2,HGNC_SYMBOL:S,PROTEIN,urn:miriam:uniprot:P0DTC2;urn:miriam:ncbigene:43740568;urn:miriam:hgnc.symbol:S,PUBMED:31226023;PUBMED:27712623,re1024,sa1688
C19DMap:TGFbeta signalling,M19_29,RPS6KB1,UNIPROT:P23443,HGNC_SYMBOL:RPS6KB1,PROTEIN,urn:miriam:hgnc:10436;urn:miriam:uniprot:P23443;urn:miriam:uniprot:P23443;urn:miriam:ec-code:2.7.11.1;urn:miriam:ncbigene:6198;urn:miriam:ncbigene:6198;urn:miriam:ensembl:ENSG00000108443;urn:miriam:hgnc.symbol:RPS6KB1;urn:miriam:hgnc.symbol:RPS6KB1;urn:miriam:refseq:NM_003161,CONSPUMPTION,M19_12,NA,NA,NA,STATE_TRANSITION,NA,NA,sa41,re10
C19DMap:TGFbeta signalling,M19_5,PP2A,UNIPROT:P30153;UNIPROT:P67775,HGNC_SYMBOL:PPP2R1A;HGNC_SYMBOL:PPP2CA,COMPLEX,urn:miriam:ncbigene:5518;urn:miriam:uniprot:P30153;urn:miriam:uniprot:P30153;urn:miriam:ncbigene:5518;urn:miriam:refseq:NM_014225;urn:miriam:hgnc:9302;urn:miriam:hgnc.symbol:PPP2R1A;urn:miriam:hgnc.symbol:PPP2R1A;urn:miriam:ensembl:ENSG00000105568;urn:miriam:ncbigene:5515;urn:miriam:ncbigene:5515;urn:miriam:ensembl:ENSG00000113575;urn:miriam:refseq:NM_002715;urn:miriam:ec-code:3.1.3.16;urn:miriam:uniprot:P67775;urn:miriam:uniprot:P67775;urn:miriam:hgnc:9299;urn:miriam:hgnc.symbol:PPP2CA;urn:miriam:hgnc.symbol:PPP2CA,CATALYSIS,M19_12,NA,NA,NA,STATE_TRANSITION,NA,NA,csa16,re10
C19DMap:TGFbeta signalling,M19_12,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M19_28,RPS6KB1,UNIPROT:P23443,HGNC_SYMBOL:RPS6KB1,PROTEIN,urn:miriam:hgnc:10436;urn:miriam:uniprot:P23443;urn:miriam:uniprot:P23443;urn:miriam:ec-code:2.7.11.1;urn:miriam:ncbigene:6198;urn:miriam:ncbigene:6198;urn:miriam:ensembl:ENSG00000108443;urn:miriam:hgnc.symbol:RPS6KB1;urn:miriam:hgnc.symbol:RPS6KB1;urn:miriam:refseq:NM_003161,NA,re10,sa40
C19DMap:TGFbeta signalling,M19_9,SMAD2_slash_3,UNIPROT:Q15796;UNIPROT:P84022,HGNC_SYMBOL:SMAD2;HGNC_SYMBOL:SMAD3,COMPLEX,urn:miriam:ensembl:ENSG00000175387;urn:miriam:hgnc:6768;urn:miriam:ncbigene:4087;urn:miriam:uniprot:Q15796;urn:miriam:uniprot:Q15796;urn:miriam:ncbigene:4087;urn:miriam:hgnc.symbol:SMAD2;urn:miriam:hgnc.symbol:SMAD2;urn:miriam:refseq:NM_005901;urn:miriam:hgnc:6769;urn:miriam:ncbigene:4088;urn:miriam:ncbigene:4088;urn:miriam:uniprot:P84022;urn:miriam:uniprot:P84022;urn:miriam:hgnc.symbol:SMAD3;urn:miriam:refseq:NM_005902;urn:miriam:hgnc.symbol:SMAD3;urn:miriam:ensembl:ENSG00000166949,CONSPUMPTION,M19_14,NA,NA,NA,PHYSICAL_STIMULATION,NA,NA,csa5,re14
C19DMap:TGFbeta signalling,M19_14,NA,NA,NA,PHYSICAL_STIMULATION,NA,PRODUCTION,M19_32,Modulation_space_of_space_cell_space_cycle,NA,NA,PHENOTYPE,urn:miriam:obo.go:GO%3A0000074,NA,re14,sa55
C19DMap:TGFbeta signalling,M19_23,TGFB1,UNIPROT:P01137,HGNC_SYMBOL:TGFB1,PROTEIN,urn:miriam:refseq:NM_000660;urn:miriam:ncbigene:7040;urn:miriam:ncbigene:7040;urn:miriam:hgnc:11766;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:uniprot:P01137;urn:miriam:uniprot:P01137;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:ensembl:ENSG00000105329,CONSPUMPTION,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,sa10,re32
C19DMap:TGFbeta signalling,M19_3,TGFBR,UNIPROT:P37173;UNIPROT:P36897,HGNC_SYMBOL:TGFBR2;HGNC_SYMBOL:TGFBR1,COMPLEX,urn:miriam:ec-code:2.7.11.30;urn:miriam:refseq:NM_001024847;urn:miriam:hgnc:11773;urn:miriam:ensembl:ENSG00000163513;urn:miriam:ncbigene:7048;urn:miriam:ncbigene:7048;urn:miriam:uniprot:P37173;urn:miriam:uniprot:P37173;urn:miriam:hgnc.symbol:TGFBR2;urn:miriam:hgnc.symbol:TGFBR2;urn:miriam:ensembl:ENSG00000106799;urn:miriam:uniprot:P36897;urn:miriam:uniprot:P36897;urn:miriam:ncbigene:7046;urn:miriam:ncbigene:7046;urn:miriam:ec-code:2.7.11.30;urn:miriam:hgnc:11772;urn:miriam:hgnc.symbol:TGFBR1;urn:miriam:hgnc.symbol:TGFBR1;urn:miriam:refseq:NM_001130916,CONSPUMPTION,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,csa13,re32
C19DMap:TGFbeta signalling,M19_37,LTBP1,UNIPROT:Q14766,HGNC_SYMBOL:LTBP1,PROTEIN,urn:miriam:refseq:NM_206943;urn:miriam:hgnc.symbol:LTBP1;urn:miriam:ncbigene:4052;urn:miriam:hgnc.symbol:LTBP1;urn:miriam:ncbigene:4052;urn:miriam:uniprot:Q14766;urn:miriam:uniprot:Q14766;urn:miriam:hgnc:6714;urn:miriam:ensembl:ENSG00000049323,INHIBITION,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,sa7,re32
C19DMap:TGFbeta signalling,M19_26,BAMBI,UNIPROT:Q13145,HGNC_SYMBOL:BAMBI,PROTEIN,urn:miriam:uniprot:Q13145;urn:miriam:uniprot:Q13145;urn:miriam:refseq:NM_012342;urn:miriam:ensembl:ENSG00000095739;urn:miriam:hgnc.symbol:BAMBI;urn:miriam:ncbigene:25805;urn:miriam:hgnc.symbol:BAMBI;urn:miriam:ncbigene:25805;urn:miriam:hgnc:30251,INHIBITION,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,sa33,re32
C19DMap:TGFbeta signalling,M19_39,Orf8,UNIPROT:Q80H93;UNIPROT:Q7TFA0,NA,PROTEIN,urn:miriam:uniprot:Q80H93;urn:miriam:uniprot:Q7TFA0;urn:miriam:ncbigene:1489677;urn:miriam:ncbigene:1489676,PHYSICAL_STIMULATION,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,sa72,re32
C19DMap:TGFbeta signalling,M19_17,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,PRODUCTION,M19_1,TGFB_slash_TGFBR,UNIPROT:P01137,HGNC_SYMBOL:TGFB1,COMPLEX,urn:miriam:refseq:NM_000660;urn:miriam:ncbigene:7040;urn:miriam:ncbigene:7040;urn:miriam:hgnc:11766;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:uniprot:P01137;urn:miriam:uniprot:P01137;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:ensembl:ENSG00000105329,NA,re32,csa11
C19DMap:TGFbeta signalling,M19_22,RHOA,UNIPROT:P61586,HGNC_SYMBOL:RHOA,PROTEIN,urn:miriam:hgnc:667;urn:miriam:refseq:NM_001664;urn:miriam:ensembl:ENSG00000067560;urn:miriam:ec-code:3.6.5.2;urn:miriam:ncbigene:387;urn:miriam:ncbigene:387;urn:miriam:uniprot:P61586;urn:miriam:uniprot:P61586;urn:miriam:hgnc.symbol:RHOA;urn:miriam:hgnc.symbol:RHOA,CONSPUMPTION,M19_20,NA,NA,NA,STATE_TRANSITION,NA,NA,sa1,re7
C19DMap:TGFbeta signalling,M19_1,TGFB_slash_TGFBR,UNIPROT:P01137,HGNC_SYMBOL:TGFB1,COMPLEX,urn:miriam:refseq:NM_000660;urn:miriam:ncbigene:7040;urn:miriam:ncbigene:7040;urn:miriam:hgnc:11766;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:uniprot:P01137;urn:miriam:uniprot:P01137;urn:miriam:hgnc.symbol:TGFB1;urn:miriam:ensembl:ENSG00000105329,PHYSICAL_STIMULATION,M19_20,NA,NA,NA,STATE_TRANSITION,NA,NA,csa11,re7
C19DMap:TGFbeta signalling,M19_40,Nsp7,UNIPROT:Q7TFA1,NA,PROTEIN,urn:miriam:uniprot:Q7TFA1;urn:miriam:ncbigene:1489675,PHYSICAL_STIMULATION,M19_20,NA,NA,NA,STATE_TRANSITION,NA,NA,sa76,re7
C19DMap:TGFbeta signalling,M19_20,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,M19_27,RHOA,UNIPROT:P61586,HGNC_SYMBOL:RHOA,PROTEIN,urn:miriam:hgnc:667;urn:miriam:refseq:NM_001664;urn:miriam:ensembl:ENSG00000067560;urn:miriam:ec-code:3.6.5.2;urn:miriam:ncbigene:387;urn:miriam:ncbigene:387;urn:miriam:uniprot:P61586;urn:miriam:uniprot:P61586;urn:miriam:hgnc.symbol:RHOA;urn:miriam:hgnc.symbol:RHOA,NA,re7,sa38
C19DMap:TGFbeta signalling,M19_42,Orf10,NA,NA,PROTEIN,urn:miriam:ncbiprotein:BCD58762,CONSPUMPTION,M19_18,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,sa92,re33
C19DMap:TGFbeta signalling,M19_2,E3_space_ubiquitin_space_ligase_space_complex,UNIPROT:Q15370;UNIPROT:P62877;UNIPROT:Q15369;UNIPROT:Q13617,HGNC_SYMBOL:ELOB;HGNC_SYMBOL:RBX1;HGNC_SYMBOL:ELOC;HGNC_SYMBOL:CUL2,COMPLEX,urn:miriam:refseq:NM_007108;urn:miriam:hgnc.symbol:ELOB;urn:miriam:hgnc.symbol:ELOB;urn:miriam:ncbigene:6923;urn:miriam:ncbigene:6923;urn:miriam:ensembl:ENSG00000103363;urn:miriam:hgnc:11619;urn:miriam:uniprot:Q15370;urn:miriam:uniprot:Q15370;urn:miriam:uniprot:P62877;urn:miriam:uniprot:P62877;urn:miriam:ec-code:2.3.2.27;urn:miriam:refseq:NM_014248;urn:miriam:ec-code:2.3.2.32;urn:miriam:hgnc:9928;urn:miriam:hgnc.symbol:RBX1;urn:miriam:ncbigene:9978;urn:miriam:hgnc.symbol:RBX1;urn:miriam:ncbigene:9978;urn:miriam:ensembl:ENSG00000100387;urn:miriam:hgnc.symbol:ELOC;urn:miriam:hgnc.symbol:ELOC;urn:miriam:uniprot:Q15369;urn:miriam:uniprot:Q15369;urn:miriam:ncbigene:6921;urn:miriam:ensembl:ENSG00000154582;urn:miriam:ncbigene:6921;urn:miriam:hgnc:11617;urn:miriam:refseq:NM_005648;urn:miriam:uniprot:Q13617;urn:miriam:uniprot:Q13617;urn:miriam:hgnc:2552;urn:miriam:hgnc.symbol:CUL2;urn:miriam:hgnc.symbol:CUL2;urn:miriam:ncbigene:8453;urn:miriam:ncbigene:8453;urn:miriam:refseq:NM_003591;urn:miriam:ensembl:ENSG00000108094,CONSPUMPTION,M19_18,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,NA,csa12,re33
C19DMap:TGFbeta signalling,M19_18,NA,NA,NA,HETERODIMER_ASSOCIATION,NA,PRODUCTION,M19_11,E3_space_ubiquitin_space_ligase_space_complex,UNIPROT:Q13617;UNIPROT:Q15370;UNIPROT:Q15369;UNIPROT:P62877,HGNC_SYMBOL:CUL2;HGNC_SYMBOL:ELOB;HGNC_SYMBOL:ELOC;HGNC_SYMBOL:RBX1,COMPLEX,urn:miriam:uniprot:Q13617;urn:miriam:uniprot:Q13617;urn:miriam:hgnc:2552;urn:miriam:hgnc.symbol:CUL2;urn:miriam:hgnc.symbol:CUL2;urn:miriam:ncbigene:8453;urn:miriam:ncbigene:8453;urn:miriam:refseq:NM_003591;urn:miriam:ensembl:ENSG00000108094;urn:miriam:refseq:NM_007108;urn:miriam:hgnc.symbol:ELOB;urn:miriam:hgnc.symbol:ELOB;urn:miriam:ncbigene:6923;urn:miriam:ncbigene:6923;urn:miriam:ensembl:ENSG00000103363;urn:miriam:hgnc:11619;urn:miriam:uniprot:Q15370;urn:miriam:uniprot:Q15370;urn:miriam:hgnc.symbol:ELOC;urn:miriam:hgnc.symbol:ELOC;urn:miriam:uniprot:Q15369;urn:miriam:uniprot:Q15369;urn:miriam:ncbigene:6921;urn:miriam:ensembl:ENSG00000154582;urn:miriam:ncbigene:6921;urn:miriam:hgnc:11617;urn:miriam:refseq:NM_005648;urn:miriam:uniprot:P62877;urn:miriam:uniprot:P62877;urn:miriam:ec-code:2.3.2.27;urn:miriam:refseq:NM_014248;urn:miriam:ec-code:2.3.2.32;urn:miriam:hgnc:9928;urn:miriam:hgnc.symbol:RBX1;urn:miriam:ncbigene:9978;urn:miriam:hgnc.symbol:RBX1;urn:miriam:ncbigene:9978;urn:miriam:ensembl:ENSG00000100387;urn:miriam:ncbiprotein:BCD58762,NA,re33,csa9
C19DMap:TGFbeta signalling,M19_26,BAMBI,UNIPROT:Q13145,HGNC_SYMBOL:BAMBI,PROTEIN,urn:miriam:uniprot:Q13145;urn:miriam:uniprot:Q13145;urn:miriam:refseq:NM_012342;urn:miriam:ensembl:ENSG00000095739;urn:miriam:hgnc.symbol:BAMBI;urn:miriam:ncbigene:25805;urn:miriam:hgnc.symbol:BAMBI;urn:miriam:ncbigene:25805;urn:miriam:hgnc:30251,CONSPUMPTION,M19_15,NA,NA,NA,STATE_TRANSITION,NA,NA,sa33,re20
C19DMap:TGFbeta signalling,M19_34,Orf3a,UNIPROT:P59632,NA,PROTEIN,urn:miriam:uniprot:P59632;urn:miriam:ncbigene:1489669,PHYSICAL_STIMULATION,M19_15,NA,NA,NA,STATE_TRANSITION,NA,NA,sa65,re20
